gene_id	gene_name	description	gene_biotype
ENSMUSG00000027660	Skil	SKI-like [Source:MGI Symbol;Acc:MGI:106203]	protein_coding
ENSMUSG00000037625	Cldn11	claudin 11 [Source:MGI Symbol;Acc:MGI:106925]	protein_coding
ENSMUSG00000069072	Slc7a14	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14 [Source:MGI Symbol;Acc:MGI:3040688]	protein_coding
ENSMUSG00000085953	Gm15496	predicted gene 15496 [Source:MGI Symbol;Acc:MGI:3782942]	lncRNA
ENSMUSG00000103998	Gm38025	predicted gene, 38025 [Source:MGI Symbol;Acc:MGI:5611253]	lncRNA
ENSMUSG00000037610	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2 [Source:MGI Symbol;Acc:MGI:1919663]	protein_coding
ENSMUSG00000027663	Zmat3	zinc finger matrin type 3 [Source:MGI Symbol;Acc:MGI:1195270]	protein_coding
ENSMUSG00000027665	Pik3ca	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:MGI Symbol;Acc:MGI:1206581]	protein_coding
ENSMUSG00000091091	Kcnmb3	potassium large conductance calcium-activated channel, subfamily M, beta member 3 [Source:MGI Symbol;Acc:MGI:3612244]	protein_coding
ENSMUSG00000027667	Zfp639	zinc finger protein 639 [Source:MGI Symbol;Acc:MGI:1915028]	protein_coding
ENSMUSG00000104231	Gm37592	predicted gene, 37592 [Source:MGI Symbol;Acc:MGI:5610820]	lncRNA
ENSMUSG00000027668	Mfn1	mitofusin 1 [Source:MGI Symbol;Acc:MGI:1914664]	protein_coding
ENSMUSG00000027669	Gnb4	guanine nucleotide binding protein (G protein), beta 4 [Source:MGI Symbol;Acc:MGI:104581]	protein_coding
ENSMUSG00000102862	Gm37640	predicted gene, 37640 [Source:MGI Symbol;Acc:MGI:5610868]	lncRNA
ENSMUSG00000027671	Actl6a	actin-like 6A [Source:MGI Symbol;Acc:MGI:1861453]	protein_coding
ENSMUSG00000037531	Mrpl47	mitochondrial ribosomal protein L47 [Source:MGI Symbol;Acc:MGI:1921850]	protein_coding
ENSMUSG00000027673	Ndufb5	NADH:ubiquinone oxidoreductase subunit B5 [Source:MGI Symbol;Acc:MGI:1913296]	protein_coding
ENSMUSG00000056900	Usp13	ubiquitin specific peptidase 13 (isopeptidase T-3) [Source:MGI Symbol;Acc:MGI:1919857]	protein_coding
ENSMUSG00000104283	Gm37459	predicted gene, 37459 [Source:MGI Symbol;Acc:MGI:5610687]	lncRNA
ENSMUSG00000027674	Pex5l	peroxisomal biogenesis factor 5-like [Source:MGI Symbol;Acc:MGI:1916672]	protein_coding
ENSMUSG00000087625	4930419G24Rik	RIKEN cDNA 4930419G24 gene [Source:MGI Symbol;Acc:MGI:1921124]	lncRNA
ENSMUSG00000104588	Gm43666	predicted gene 43666 [Source:MGI Symbol;Acc:MGI:5663803]	lncRNA
ENSMUSG00000027677	Ttc14	tetratricopeptide repeat domain 14 [Source:MGI Symbol;Acc:MGI:1914370]	protein_coding
ENSMUSG00000027676	Ccdc39	coiled-coil domain containing 39 [Source:MGI Symbol;Acc:MGI:1289263]	protein_coding
ENSMUSG00000105286	Gm43140	predicted gene 43140 [Source:MGI Symbol;Acc:MGI:5663277]	lncRNA
ENSMUSG00000105475	4930431L21Rik	RIKEN cDNA 4930431L21 gene [Source:MGI Symbol;Acc:MGI:1921204]	lncRNA
ENSMUSG00000105535	Gm43077	predicted gene 43077 [Source:MGI Symbol;Acc:MGI:5663214]	lncRNA
ENSMUSG00000027680	Fxr1	fragile X mental retardation gene 1, autosomal homolog [Source:MGI Symbol;Acc:MGI:104860]	protein_coding
ENSMUSG00000027679	Dnajc19	DnaJ heat shock protein family (Hsp40) member C19 [Source:MGI Symbol;Acc:MGI:1914963]	protein_coding
ENSMUSG00000105265	Sox2ot	SOX2 overlapping transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444112]	lncRNA
ENSMUSG00000092196	Gm38505	predicted gene, 38505 [Source:MGI Symbol;Acc:MGI:5621390]	lncRNA
ENSMUSG00000105577	Gm34599	predicted gene, 34599 [Source:MGI Symbol;Acc:MGI:5593758]	lncRNA
ENSMUSG00000092242	Gm20515	predicted gene 20515 [Source:MGI Symbol;Acc:MGI:5141980]	lncRNA
ENSMUSG00000099437	Gm29135	predicted gene 29135 [Source:MGI Symbol;Acc:MGI:5579841]	lncRNA
ENSMUSG00000106525	Gm42695	predicted gene 42695 [Source:MGI Symbol;Acc:MGI:5662832]	lncRNA
ENSMUSG00000105222	Gm42205	predicted gene, 42205 [Source:MGI Symbol;Acc:MGI:5625090]	lncRNA
ENSMUSG00000074637	Sox2	SRY (sex determining region Y)-box 2 [Source:MGI Symbol;Acc:MGI:98364]	protein_coding
ENSMUSG00000105153	Gm3143	predicted gene 3143 [Source:MGI Symbol;Acc:MGI:3781322]	lncRNA
ENSMUSG00000106519	Gm38509	predicted gene, 38509 [Source:MGI Symbol;Acc:MGI:5621394]	lncRNA
ENSMUSG00000114832	Gm21388	predicted gene, 21388 [Source:MGI Symbol;Acc:MGI:5434743]	lncRNA
ENSMUSG00000105651	1700017M07Rik	RIKEN cDNA 1700017M07 gene [Source:MGI Symbol;Acc:MGI:1923648]	lncRNA
ENSMUSG00000105662	Gm6639	predicted gene 6639 [Source:MGI Symbol;Acc:MGI:3779620]	lncRNA
ENSMUSG00000037400	Atp11b	ATPase, class VI, type 11B [Source:MGI Symbol;Acc:MGI:1923545]	protein_coding
ENSMUSG00000027708	Dcun1d1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2150386]	protein_coding
ENSMUSG00000085655	Gm15952	predicted gene 15952 [Source:MGI Symbol;Acc:MGI:3802149]	lncRNA
ENSMUSG00000027709	Mccc1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) [Source:MGI Symbol;Acc:MGI:1919289]	protein_coding
ENSMUSG00000086392	Mccc1os	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha), opposite strand [Source:MGI Symbol;Acc:MGI:3590669]	lncRNA
ENSMUSG00000047696	Ccdc144b	coiled-coil domain containing 144B [Source:MGI Symbol;Acc:MGI:2681852]	protein_coding
ENSMUSG00000027710	Acad9	acyl-Coenzyme A dehydrogenase family, member 9 [Source:MGI Symbol;Acc:MGI:1914272]	protein_coding
ENSMUSG00000105055	Gm43079	predicted gene 43079 [Source:MGI Symbol;Acc:MGI:5663216]	lncRNA
ENSMUSG00000033883	Zfp267	zinc finger protein 267 [Source:MGI Symbol;Acc:MGI:1098769]	protein_coding
ENSMUSG00000058400	Qrfpr	pyroglutamylated RFamide peptide receptor [Source:MGI Symbol;Acc:MGI:2677633]	protein_coding
ENSMUSG00000104568	Gm43255	predicted gene 43255 [Source:MGI Symbol;Acc:MGI:5663392]	lncRNA
ENSMUSG00000106140	Gm42208	predicted gene, 42208 [Source:MGI Symbol;Acc:MGI:5625093]	lncRNA
ENSMUSG00000027712	Anxa5	annexin A5 [Source:MGI Symbol;Acc:MGI:106008]	protein_coding
ENSMUSG00000027713	1810062G17Rik	RIKEN cDNA 1810062G17 gene [Source:MGI Symbol;Acc:MGI:1919532]	protein_coding
ENSMUSG00000085320	Gm11548	predicted gene 11548 [Source:MGI Symbol;Acc:MGI:3650340]	lncRNA
ENSMUSG00000085007	Gm11549	predicted gene 11549 [Source:MGI Symbol;Acc:MGI:3650339]	protein_coding
ENSMUSG00000027714	Exosc9	exosome component 9 [Source:MGI Symbol;Acc:MGI:1355319]	protein_coding
ENSMUSG00000027715	Ccna2	cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]	protein_coding
ENSMUSG00000037325	Bbs7	Bardet-Biedl syndrome 7 (human) [Source:MGI Symbol;Acc:MGI:1918742]	protein_coding
ENSMUSG00000027716	Trpc3	transient receptor potential cation channel, subfamily C, member 3 [Source:MGI Symbol;Acc:MGI:109526]	protein_coding
ENSMUSG00000037270	4932438A13Rik	RIKEN cDNA 4932438A13 gene [Source:MGI Symbol;Acc:MGI:2444631]	protein_coding
ENSMUSG00000086090	Gm12531	predicted gene 12531 [Source:MGI Symbol;Acc:MGI:3650531]	lncRNA
ENSMUSG00000027719	Adad1	adenosine deaminase domain containing 1 (testis specific) [Source:MGI Symbol;Acc:MGI:103258]	protein_coding
ENSMUSG00000027720	Il2	interleukin 2 [Source:MGI Symbol;Acc:MGI:96548]	protein_coding
ENSMUSG00000084754	Gm12532	predicted gene 12532 [Source:MGI Symbol;Acc:MGI:3650618]	lncRNA
ENSMUSG00000027718	Il21	interleukin 21 [Source:MGI Symbol;Acc:MGI:1890474]	protein_coding
ENSMUSG00000086517	Gm12534	predicted gene 12534 [Source:MGI Symbol;Acc:MGI:3650303]	lncRNA
ENSMUSG00000045031	Cetn4	centrin 4 [Source:MGI Symbol;Acc:MGI:2677454]	protein_coding
ENSMUSG00000051444	Bbs12	Bardet-Biedl syndrome 12 (human) [Source:MGI Symbol;Acc:MGI:2686651]	protein_coding
ENSMUSG00000054779	Fgf2os	fibroblast growth factor 2, opposite strand [Source:MGI Symbol;Acc:MGI:3649376]	lncRNA
ENSMUSG00000037225	Fgf2	fibroblast growth factor 2 [Source:MGI Symbol;Acc:MGI:95516]	protein_coding
ENSMUSG00000050174	Nudt6	nudix (nucleoside diphosphate linked moiety X)-type motif 6 [Source:MGI Symbol;Acc:MGI:2387618]	protein_coding
ENSMUSG00000027722	Spata5	spermatogenesis associated 5 [Source:MGI Symbol;Acc:MGI:1927170]	protein_coding
ENSMUSG00000085677	4930594O21Rik	RIKEN cDNA 4930594O21 gene [Source:MGI Symbol;Acc:MGI:1923197]	lncRNA
ENSMUSG00000037211	Spry1	sprouty RTK signaling antagonist 1 [Source:MGI Symbol;Acc:MGI:1345139]	protein_coding
ENSMUSG00000058174	Gm5148	predicted gene 5148 [Source:MGI Symbol;Acc:MGI:3646006]	protein_coding
ENSMUSG00000106441	Gm42921	predicted gene 42921 [Source:MGI Symbol;Acc:MGI:5663058]	lncRNA
ENSMUSG00000106461	Gm20755	predicted gene, 20755 [Source:MGI Symbol;Acc:MGI:5434111]	lncRNA
ENSMUSG00000105219	Gm43821	predicted gene 43821 [Source:MGI Symbol;Acc:MGI:5663958]	lncRNA
ENSMUSG00000106002	5430434I15Rik	RIKEN cDNA 5430434I15 gene [Source:MGI Symbol;Acc:MGI:1918592]	lncRNA
ENSMUSG00000106008	Gm42920	predicted gene 42920 [Source:MGI Symbol;Acc:MGI:5663057]	lncRNA
ENSMUSG00000105516	Gm36823	predicted gene, 36823 [Source:MGI Symbol;Acc:MGI:5595982]	lncRNA
ENSMUSG00000044864	Ankrd50	ankyrin repeat domain 50 [Source:MGI Symbol;Acc:MGI:2139777]	protein_coding
ENSMUSG00000106168	Gm43538	predicted gene 43538 [Source:MGI Symbol;Acc:MGI:5663675]	lncRNA
ENSMUSG00000086181	C230034O21Rik	RIKEN cDNA C230034O21 gene [Source:MGI Symbol;Acc:MGI:2441892]	lncRNA
ENSMUSG00000046743	Fat4	FAT atypical cadherin 4 [Source:MGI Symbol;Acc:MGI:3045256]	protein_coding
ENSMUSG00000105910	Gm43539	predicted gene 43539 [Source:MGI Symbol;Acc:MGI:5663676]	lncRNA
ENSMUSG00000037884	1700017G19Rik	RIKEN cDNA 1700017G19 gene [Source:MGI Symbol;Acc:MGI:1919477]	lncRNA
ENSMUSG00000060798	Intu	inturned planar cell polarity protein [Source:MGI Symbol;Acc:MGI:2443752]	protein_coding
ENSMUSG00000069041	Slc25a31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 [Source:MGI Symbol;Acc:MGI:1920583]	protein_coding
ENSMUSG00000025757	Hspa4l	heat shock protein 4 like [Source:MGI Symbol;Acc:MGI:107422]	protein_coding
ENSMUSG00000025758	Plk4	polo like kinase 4 [Source:MGI Symbol;Acc:MGI:101783]	protein_coding
ENSMUSG00000025759	Mfsd8	major facilitator superfamily domain containing 8 [Source:MGI Symbol;Acc:MGI:1919425]	protein_coding
ENSMUSG00000037818	Abhd18	abhydrolase domain containing 18 [Source:MGI Symbol;Acc:MGI:1915468]	protein_coding
ENSMUSG00000097583	6430590A07Rik	RIKEN cDNA 6430590A07 gene [Source:MGI Symbol;Acc:MGI:3648839]	lncRNA
ENSMUSG00000074619	1700034I23Rik	RIKEN cDNA 1700034I23 gene [Source:MGI Symbol;Acc:MGI:1920547]	protein_coding
ENSMUSG00000025762	Larp1b	La ribonucleoprotein domain family, member 1B [Source:MGI Symbol;Acc:MGI:1914604]	protein_coding
ENSMUSG00000049940	Pgrmc2	progesterone receptor membrane component 2 [Source:MGI Symbol;Acc:MGI:1918054]	protein_coding
ENSMUSG00000105258	Gm40038	predicted gene, 40038 [Source:MGI Symbol;Acc:MGI:5622923]	lncRNA
ENSMUSG00000106000	Gm16508	predicted gene 16508 [Source:MGI Symbol;Acc:MGI:3642810]	lncRNA
ENSMUSG00000105297	1700052H01Rik	RIKEN cDNA 1700052H01 gene [Source:MGI Symbol;Acc:MGI:1920712]	lncRNA
ENSMUSG00000105260	Gm40040	predicted gene, 40040 [Source:MGI Symbol;Acc:MGI:5622925]	lncRNA
ENSMUSG00000097639	Platr4	pluripotency associated transcript 4 [Source:MGI Symbol;Acc:MGI:1925956]	lncRNA
ENSMUSG00000106223	2400006E01Rik	RIKEN cDNA 2400006E01 gene [Source:MGI Symbol;Acc:MGI:1925898]	lncRNA
ENSMUSG00000025764	Jade1	jade family PHD finger 1 [Source:MGI Symbol;Acc:MGI:1925835]	protein_coding
ENSMUSG00000103843	Gm31266	predicted gene, 31266 [Source:MGI Symbol;Acc:MGI:5590425]	lncRNA
ENSMUSG00000059834	Sclt1	sodium channel and clathrin linker 1 [Source:MGI Symbol;Acc:MGI:1914411]	protein_coding
ENSMUSG00000025766	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed [Source:MGI Symbol;Acc:MGI:1289213]	protein_coding
ENSMUSG00000097040	2610316D01Rik	RIKEN cDNA 2610316D01 gene [Source:MGI Symbol;Acc:MGI:1919761]	lncRNA
ENSMUSG00000049100	Pcdh10	protocadherin 10 [Source:MGI Symbol;Acc:MGI:1338042]	protein_coding
ENSMUSG00000100799	1700027H10Rik	RIKEN cDNA 1700027H10 gene [Source:MGI Symbol;Acc:MGI:1919524]	lncRNA
ENSMUSG00000090919	Pabpc4l	poly(A) binding protein, cytoplasmic 4-like [Source:MGI Symbol;Acc:MGI:3643087]	protein_coding
ENSMUSG00000037910	1700018B24Rik	RIKEN cDNA 1700018B24 gene [Source:MGI Symbol;Acc:MGI:1913582]	lncRNA
ENSMUSG00000102181	Gm37190	predicted gene, 37190 [Source:MGI Symbol;Acc:MGI:5610418]	lncRNA
ENSMUSG00000102263	Gm31415	predicted gene, 31415 [Source:MGI Symbol;Acc:MGI:5590574]	lncRNA
ENSMUSG00000102679	Gm20557	predicted gene, 20557 [Source:MGI Symbol;Acc:MGI:5295664]	lncRNA
ENSMUSG00000037892	Pcdh18	protocadherin 18 [Source:MGI Symbol;Acc:MGI:1920423]	protein_coding
ENSMUSG00000027737	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 [Source:MGI Symbol;Acc:MGI:1347355]	protein_coding
ENSMUSG00000102892	Gm37854	predicted gene, 37854 [Source:MGI Symbol;Acc:MGI:5611082]	lncRNA
ENSMUSG00000102715	Gm6209	predicted gene 6209 [Source:MGI Symbol;Acc:MGI:3643374]	lncRNA
ENSMUSG00000102067	Gm29230	predicted gene 29230 [Source:MGI Symbol;Acc:MGI:5579936]	lncRNA
ENSMUSG00000103464	Gm38246	predicted gene, 38246 [Source:MGI Symbol;Acc:MGI:5611474]	lncRNA
ENSMUSG00000023087	Noct	nocturnin [Source:MGI Symbol;Acc:MGI:109382]	protein_coding
ENSMUSG00000037174	Elf2	E74-like factor 2 [Source:MGI Symbol;Acc:MGI:1916507]	protein_coding
ENSMUSG00000102544	Gm5103	predicted gene 5103 [Source:MGI Symbol;Acc:MGI:3779459]	lncRNA
ENSMUSG00000037161	Mgarp	mitochondria localized glutamic acid rich protein [Source:MGI Symbol;Acc:MGI:1914999]	protein_coding
ENSMUSG00000037152	Ndufc1	NADH:ubiquinone oxidoreductase subunit C1 [Source:MGI Symbol;Acc:MGI:1913627]	protein_coding
ENSMUSG00000063273	Naa15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:MGI Symbol;Acc:MGI:1922088]	protein_coding
ENSMUSG00000027739	Rab33b	RAB33B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1330805]	protein_coding
ENSMUSG00000037111	Setd7	SET domain containing (lysine methyltransferase) 7 [Source:MGI Symbol;Acc:MGI:1920501]	protein_coding
ENSMUSG00000097885	5031434O11Rik	RIKEN cDNA 5031434O11 gene [Source:MGI Symbol;Acc:MGI:1923230]	lncRNA
ENSMUSG00000074604	Mgst2	microsomal glutathione S-transferase 2 [Source:MGI Symbol;Acc:MGI:2448481]	protein_coding
ENSMUSG00000061143	Maml3	mastermind like transcriptional coactivator 3 [Source:MGI Symbol;Acc:MGI:2389461]	protein_coding
ENSMUSG00000102539	Gm37229	predicted gene, 37229 [Source:MGI Symbol;Acc:MGI:5610457]	lncRNA
ENSMUSG00000104161	Gm20089	predicted gene, 20089 [Source:MGI Symbol;Acc:MGI:5012274]	lncRNA
ENSMUSG00000103655	Gm37202	predicted gene, 37202 [Source:MGI Symbol;Acc:MGI:5610430]	lncRNA
ENSMUSG00000103726	Gm30074	predicted gene, 30074 [Source:MGI Symbol;Acc:MGI:5589233]	lncRNA
ENSMUSG00000104055	Gm38132	predicted gene, 38132 [Source:MGI Symbol;Acc:MGI:5611360]	lncRNA
ENSMUSG00000103170	Gm37170	predicted gene, 37170 [Source:MGI Symbol;Acc:MGI:5610398]	lncRNA
ENSMUSG00000044167	Foxo1	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]	protein_coding
ENSMUSG00000092405	Gm20402	predicted gene 20402 [Source:MGI Symbol;Acc:MGI:5141867]	lncRNA
ENSMUSG00000103965	Gm30173	predicted gene, 30173 [Source:MGI Symbol;Acc:MGI:5589332]	lncRNA
ENSMUSG00000102785	Gm2447	predicted gene 2447 [Source:MGI Symbol;Acc:MGI:3780614]	lncRNA
ENSMUSG00000104109	Gm30292	predicted gene, 30292 [Source:MGI Symbol;Acc:MGI:5589451]	lncRNA
ENSMUSG00000104401	Gm20750	predicted gene, 20750 [Source:MGI Symbol;Acc:MGI:5434106]	lncRNA
ENSMUSG00000027742	Cog6	component of oligomeric golgi complex 6 [Source:MGI Symbol;Acc:MGI:1914792]	protein_coding
ENSMUSG00000104850	Gm42901	predicted gene 42901 [Source:MGI Symbol;Acc:MGI:5663038]	lncRNA
ENSMUSG00000048332	Lhfp	lipoma HMGIC fusion partner [Source:MGI Symbol;Acc:MGI:1920048]	protein_coding
ENSMUSG00000104968	Gm43803	predicted gene 43803 [Source:MGI Symbol;Acc:MGI:5663940]	lncRNA
ENSMUSG00000042997	Nhlrc3	NHL repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444520]	protein_coding
ENSMUSG00000085174	Gm16206	predicted gene 16206 [Source:MGI Symbol;Acc:MGI:3801870]	lncRNA
ENSMUSG00000049504	Proser1	proline and serine rich 1 [Source:MGI Symbol;Acc:MGI:1919933]	protein_coding
ENSMUSG00000027744	Stoml3	stomatin (Epb7.2)-like 3 [Source:MGI Symbol;Acc:MGI:2388072]	protein_coding
ENSMUSG00000037016	Frem2	Fras1 related extracellular matrix protein 2 [Source:MGI Symbol;Acc:MGI:2444465]	protein_coding
ENSMUSG00000105168	Gm30735	predicted gene, 30735 [Source:MGI Symbol;Acc:MGI:5589894]	lncRNA
ENSMUSG00000106270	C820005J03Rik	RIKEN cDNA C820005J03 gene [Source:MGI Symbol;Acc:MGI:2443105]	lncRNA
ENSMUSG00000078742	Gm10985	predicted gene 10985 [Source:MGI Symbol;Acc:MGI:3779200]	protein_coding
ENSMUSG00000027746	Ufm1	ubiquitin-fold modifier 1 [Source:MGI Symbol;Acc:MGI:1915140]	protein_coding
ENSMUSG00000106577	Gm31026	predicted gene, 31026 [Source:MGI Symbol;Acc:MGI:5590185]	lncRNA
ENSMUSG00000027748	Trpc4	transient receptor potential cation channel, subfamily C, member 4 [Source:MGI Symbol;Acc:MGI:109525]	protein_coding
ENSMUSG00000027750	Postn	periostin, osteoblast specific factor [Source:MGI Symbol;Acc:MGI:1926321]	protein_coding
ENSMUSG00000027751	Supt20	SPT20 SAGA complex component [Source:MGI Symbol;Acc:MGI:1929651]	protein_coding
ENSMUSG00000094487	Gm21958	predicted gene, 21958 [Source:MGI Symbol;Acc:MGI:5439427]	protein_coding
ENSMUSG00000027752	Exosc8	exosome component 8 [Source:MGI Symbol;Acc:MGI:1916889]	protein_coding
ENSMUSG00000036632	Alg5	asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:1913498]	protein_coding
ENSMUSG00000027796	Smad9	SMAD family member 9 [Source:MGI Symbol;Acc:MGI:1859993]	protein_coding
ENSMUSG00000036615	Rfxap	regulatory factor X-associated protein [Source:MGI Symbol;Acc:MGI:2180854]	protein_coding
ENSMUSG00000056306	Sertm1	serine rich and transmembrane domain containing 1 [Source:MGI Symbol;Acc:MGI:3607715]	protein_coding
ENSMUSG00000027793	Ccna1	cyclin A1 [Source:MGI Symbol;Acc:MGI:108042]	protein_coding
ENSMUSG00000106589	4931419H13Rik	RIKEN cDNA 4931419H13 gene [Source:MGI Symbol;Acc:MGI:1918220]	lncRNA
ENSMUSG00000036580	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human) [Source:MGI Symbol;Acc:MGI:2139806]	protein_coding
ENSMUSG00000048655	Ccdc169	coiled-coil domain containing 169 [Source:MGI Symbol;Acc:MGI:2444356]	protein_coding
ENSMUSG00000027794	Sohlh2	spermatogenesis and oogenesis specific basic helix-loop-helix 2 [Source:MGI Symbol;Acc:MGI:1921684]	protein_coding
ENSMUSG00000027797	Dclk1	doublecortin-like kinase 1 [Source:MGI Symbol;Acc:MGI:1330861]	protein_coding
ENSMUSG00000105975	Gm42609	predicted gene 42609 [Source:MGI Symbol;Acc:MGI:5662746]	lncRNA
ENSMUSG00000094962	Gm21954	predicted gene, 21954 [Source:MGI Symbol;Acc:MGI:5439423]	protein_coding
ENSMUSG00000106334	Gm43549	predicted gene 43549 [Source:MGI Symbol;Acc:MGI:5663686]	lncRNA
ENSMUSG00000027799	Nbea	neurobeachin [Source:MGI Symbol;Acc:MGI:1347075]	protein_coding
ENSMUSG00000056947	Mab21l1	mab-21-like 1 [Source:MGI Symbol;Acc:MGI:1333773]	protein_coding
ENSMUSG00000104677	Gm43376	predicted gene 43376 [Source:MGI Symbol;Acc:MGI:5663513]	lncRNA
ENSMUSG00000027800	Tm4sf1	transmembrane 4 superfamily member 1 [Source:MGI Symbol;Acc:MGI:104678]	protein_coding
ENSMUSG00000027801	Tm4sf4	transmembrane 4 superfamily member 4 [Source:MGI Symbol;Acc:MGI:2385173]	protein_coding
ENSMUSG00000027803	Wwtr1	WW domain containing transcription regulator 1 [Source:MGI Symbol;Acc:MGI:1917649]	protein_coding
ENSMUSG00000097339	Gm26671	predicted gene, 26671 [Source:MGI Symbol;Acc:MGI:5477165]	lncRNA
ENSMUSG00000036513	Commd2	COMM domain containing 2 [Source:MGI Symbol;Acc:MGI:1098806]	protein_coding
ENSMUSG00000074591	Ankub1	ankrin repeat and ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2685256]	protein_coding
ENSMUSG00000036503	Rnf13	ring finger protein 13 [Source:MGI Symbol;Acc:MGI:1346341]	protein_coding
ENSMUSG00000027805	Pfn2	profilin 2 [Source:MGI Symbol;Acc:MGI:97550]	protein_coding
ENSMUSG00000105003	Gm40055	predicted gene, 40055 [Source:MGI Symbol;Acc:MGI:5622940]	lncRNA
ENSMUSG00000104586	4921539H07Rik	RIKEN cDNA 4921539H07 gene [Source:MGI Symbol;Acc:MGI:1925506]	lncRNA
ENSMUSG00000100666	1700007F19Rik	RIKEN cDNA 1700007F19 gene [Source:MGI Symbol;Acc:MGI:1915100]	lncRNA
ENSMUSG00000027806	Tsc22d2	TSC22 domain family, member 2 [Source:MGI Symbol;Acc:MGI:1919283]	protein_coding
ENSMUSG00000027808	Serp1	stress-associated endoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:92638]	protein_coding
ENSMUSG00000027810	Eif2a	eukaryotic translation initiation factor 2A [Source:MGI Symbol;Acc:MGI:1098684]	protein_coding
ENSMUSG00000075700	Selenot	selenoprotein T [Source:MGI Symbol;Acc:MGI:1916477]	protein_coding
ENSMUSG00000070471	Erich6	glutamate rich 6 [Source:MGI Symbol;Acc:MGI:3588212]	protein_coding
ENSMUSG00000036432	Siah2	siah E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:108062]	protein_coding
ENSMUSG00000097725	4930593A02Rik	RIKEN cDNA 4930593A02 gene [Source:MGI Symbol;Acc:MGI:1923132]	lncRNA
ENSMUSG00000101860	Mindy4b-ps	MINDY lysine 48 deubiquitinase 4B, pseudogene [Source:MGI Symbol;Acc:MGI:2140018]	protein_coding
ENSMUSG00000043850	Clrn1	clarin 1 [Source:MGI Symbol;Acc:MGI:2388124]	protein_coding
ENSMUSG00000105945	Gm43570	predicted gene 43570 [Source:MGI Symbol;Acc:MGI:5663707]	lncRNA
ENSMUSG00000056476	Med12l	mediator complex subunit 12-like [Source:MGI Symbol;Acc:MGI:2139916]	protein_coding
ENSMUSG00000050075	Gpr171	G protein-coupled receptor 171 [Source:MGI Symbol;Acc:MGI:2442043]	protein_coding
ENSMUSG00000036381	P2ry14	purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]	protein_coding
